,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
1552,PM2499753,0090_0033,"2000 Florida Avenue, NW",2016,In Compliance,2000 FLORIDA AVE NW,AMERICAN GEOPHYSICAL UNION,2.0,WASHINGTON,DC,20009.0,1994,Office,Office,88150.0,71380.0,71,63.6,63.4,183.7,181.9,487.1,6.8,998.0,1170508.1,5474.644998,38.91468757,-77.04525227
1553,PM3448441,0008_0808,Watergate (Rockwood Capital LLC),2016,In Compliance,2600 VIRGINIA AV NW,WATERGATE OFFICE FEE OWNER LLC,2.0,WASHINGTON,DC,20037.0,1967,Office,Office,286113.0,218270.0,82,90.3,89.4,183.8,183.2,1665.1,7.6,1946.8,2667173.6,,38.89965155,-77.05549691
1554,PM1188996,0285_0047,1225 Eye Street,2016,In Compliance,1225 I ST NW,1225 EYE STREET NW ASSOCIATES LLC,2.0,WASHINGTON,DC,20005.0,1985,Office,Office,310153.0,248131.0,80,58.7,58.7,184.3,184.3,1669.9,6.7,4379.1,4267782.3,,38.90165744,-77.02916215
1555,PM3283514,0563_0016,"Jemal's Darth Vader, LLC",2016,In Compliance,111 MASSACHUSETTS AVE NW,JEMAL'S DARTH VADER LLC,6.0,WASHINGTON,DC,20001.0,1983,Office,Office,382448.0,310129.0,76,58.7,58.7,184.4,184.4,2089.0,6.7,4476.7,5338758.7,,38.89967769,-77.01317606
1556,PM1373989,0073_0084,2121 K Street,2016,In Compliance,2115-2121  K ST NW,2121 K LLC,2.0,WASHINGTON,DC,20037.0,1981,Office,Office,235248.0,193537.0,79,58.8,58.2,184.5,182.8,1304.3,6.7,3575.3,3333261.2,,38.90287198,-77.0472405
1557,PM1423516,2535_0831,1825 Connecticut Avenue,2016,In Compliance,1825 CONNECTICUT AV NW,UNIVERSAL BUILDING INC,1.0,WASHINGTON,DC,20009.0,1959,Office,Office,421810.0,319977.0,77,83.8,86.7,184.8,186.5,2336.5,7.3,7746.3,4346394.2,119706.3878,38.91549443,-77.04572322
1558,PM2214,0290_0861,Columbia Square,2016,In Compliance,F ST NW,13TH & F ASSOCIATES LP & WMATA,2.0,WASHINGTON,DC,20004.0,1987,Office,Office,637000.0,629670.0,81,58.8,58.8,184.8,184.8,4249.5,6.7,13336.5,10860198.9,,38.89719681,-77.02828568
1560,PM1327025,0024_0112,WWF  Square 0024 Lots 112 and 880,2016,In Compliance,1250 24TH ST NW,WORLD WILDLIFE FUND INC,2.0,WASHINGTON,DC,20037.0,1986,Office,Office,311428.0,245627.0,86,58.9,58.9,185.1,185.1,1660.2,6.8,3364.9,4243026.2,,38.90650228,-77.05185679
1561,PM3510450,0494_0859,501 School,2016,In Compliance,0501 SCHOOL ST SW,501 SCHOOL ASSOCIATES LIMITED PARTNERSHIP,6.0,WASHINGTON,DC,20024.0,1988,Office,Office,119720.0,81727.0,67,59.0,59.0,185.3,185.3,553.2,6.8,1770.8,1413798.1,,38.88414831,-77.01912790000002
1562,PM3055681,0220_0044,The Southern Building,2016,In Compliance,1425 H ST NW,SOUTHERN BUILDING ASSOCIATES LLP,2.0,WASHINGTON,DC,20005.0,1911,Office,Office,226531.0,181949.0,76,66.9,67.8,185.9,185.7,1266.1,7.0,6966.7,2950180.0,21038.9095,38.90073025,-77.03298282
1563,PM3089076,0375_0836,Jamestown Premier 733 10th Street Corp.,2016,In Compliance,733 10TH ST NW,FIRST CONGREGATIONAL UNITED CHURCH OF CHRIST,2.0,WASHINGTON,DC,20001.0,2011,Office,Office,209664.0,200969.0,79,60.7,61.0,186.2,186.4,1372.8,6.8,3554.7,3449136.8,4374.136074,38.89855076,-77.02556829999999
1564,PM1238339,0215_0013,1101 Vermont,2016,In Compliance,1101 VERMONT AVE NW,1101 VERMONT AVE INVESTORS LLC,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,208294.0,186367.0,79,66.1,66.1,186.4,184.8,1296.5,7.0,2973.2,3058979.5,18748.431480000003,38.90402712,-77.0324463
1568,PM1356880,0126_0830,Barr Building,2016,In Compliance,0910 17TH ST NW,BARR BUILDING LLC,2.0,WASHINGTON,DC,20006.0,1927,Office,Office,115104.0,111980.0,76,62.5,61.9,187.2,185.0,772.6,6.9,1807.3,1908483.3,4868.113289,38.90188856,-77.03974526
1569,PM1069664,0403_0839,0900 Seventh Street NW (IBEW),2016,In Compliance,900 7TH ST NW,IBEW HEADQUARTERS BUILDING LLC,2.0,WASHINGTON,DC,20001.0,2004,Office,Office,300218.0,318853.0,82,59.6,59.6,187.3,187.3,2180.7,6.8,7911.3,5573046.5,,38.90115602,-77.02227684
1571,PM2362274,0164_0036,1050 17th,2016,In Compliance,1050 17TH ST NW,L-17 PARTNERSHIP,2.0,WASHINGTON,DC,20036.0,1974,Office,Office,155901.0,143739.0,79,59.9,59.9,188.1,188.0,987.3,6.9,2681.8,2523126.2,,38.90359914,-77.0387495
1572,PM1273006,0252_0079,1325 G Street,2016,In Compliance,1325 G ST NW,GSTDC 72 OWNER LLC,2.0,WASHINGTON,DC,20005.0,1969,Office,Office,448066.0,333484.0,74,74.1,75.4,188.4,188.6,2399.5,7.2,4336.3,5172178.3,70739.50963,38.89872502,-77.03099182
1573,PM1423556,2535_0830,1875 Connecticut Ave NW,2016,In Compliance,1875 CONNECTICUT AV NW,UNIVERSAL BLDG NORTH INC,1.0,WASHINGTON,DC,20009.0,1962,Office,Office,519484.0,404202.0,81,84.3,87.3,188.4,190.8,2999.7,7.4,5523.8,5660181.1,147784.0989,38.91568184,-77.04477725
1574,PM1257638,0217_0050,1425K,2016,In Compliance,1425 K ST NW,BGW LP,2.0,WASHINGTON,DC,20005.0,1969,Office,Office,231489.0,239478.0,84,60.1,60.1,188.7,188.7,1650.0,6.9,3065.7,4216892.1,,38.90291748,-77.03307377
1575,PM1420135,0538_0874,GSA: 300 E Street SW,2016,In Compliance,0300 E ST SW,WELLS REIT/INDEPENDENCE SQUARE LLC,6.0,WASHINGTON,DC,20546.0,1991,Office,Office,899096.0,659773.0,88,61.9,61.5,188.8,186.6,4575.1,6.9,8692.0,11450008.8,17865.853909999998,38.88293684,-77.01635376
1576,PM4018293,0217_0805,1029 Vermont Ave,2016,In Compliance,1029 VERMONT AV NW,VERMONT ASSOCIATES,2.0,WASHINGTON,DC,20005.0,1921,Office,Office,51024.0,51024.0,53,60.3,60.6,189.3,190.2,352.9,6.9,1452.0,901776.3,,38.90355506,-77.03284659
1578,PM1396921,0224_0824,Hamilton Square,2016,In Compliance,1401 F ST NW,FSP HAMILTON SQUARE LLC,2.0,WASHINGTON,DC,20005.0,1999,Office,Office,269472.0,343755.0,76,60.5,60.5,189.9,189.9,2384.0,6.9,11554.7,6092836.7,,38.89769429,-77.03227603
1579,PM1378102,0405_0026,799 9th street,2016,In Compliance,0799 9TH ST NW,BOP 799 9TH LLC,2.0,WASHINGTON,DC,20001.0,2001,Office,Office,215686.0,211544.9,70,66.7,66.7,190.0,190.0,5553.1,26.3,4647.6,3557449.9,19797.636309999998,38.89964905,-77.02329350000001
1580,PM3990210,0253_0806,Ra,2016,In Compliance,1317 F ST NW,RA LLC,2.0,WASHINGTON,DC,20004.0,1886,Office,Office,58916.0,41619.0,50,81.1,82.9,190.3,189.3,308.2,7.4,178.7,614038.1,12788.72187,38.89762273,-77.03040504
1581,PM1865876,0169_0071,CFR,2016,In Compliance,1777 F ST NW,COUNCIL ON FOREIGN RELATIONS INC,2.0,WASHINGTON,DC,20006.0,1981,Office,Office,83209.0,67330.0,68,60.7,59.9,190.6,188.0,468.8,7.0,559.7,1197991.1,,38.89757120000001,-77.04127851
1583,PM6668477,1825_0800,"3939 Wisconsin Ave, NW",2016,Data Under Review by DOEE,3939 WISCONSIN AV NW,SIDWELL FRIENDS SCHOOL,3.0,WASHINGTON,DC,20016.0,1948,Office,Office,59407.0,56000.0,36,76.0,77.2,191.6,192.9,398.6,7.1,749.8,1048423.5,6809.496171,38.9408984,-77.07536359
1585,PM1267785,0166_0862,750 17th St.,2016,In Compliance,750 17TH ST NW,MANUFACTURERS LIFE INSURANCE COMPANY,2.0,WASHINGTON,DC,20006.0,1989,Office,Office,187368.0,136452.0,77,61.3,61.1,192.6,191.7,959.6,7.0,2135.2,2452461.8,,38.89978091,-77.03982701
1587,PM1384590,0345_0041,Washington Center,2016,In Compliance,1001 G ST NW,WASHINGTON CENTER TRUSTEE LLC,2.0,WASHINGTON,DC,20001.0,1989,Office,Office,562746.0,366575.6,85,61.4,61.4,192.7,192.7,2579.3,7.0,78.1,6591817.9,,38.89871901,-77.02648772
1588,PM3220077,0168_0051,1730 Pennsylvania Ave NW,2016,In Compliance,1730 PENNSYLVANIA AV NW,1730 PENNSYLVANIA AVENUE LP,2.0,WASHINGTON,DC,20006.0,1972,Office,Office,177924.0,319420.0,82,61.4,61.4,192.7,192.7,2248.7,7.0,5529.5,5745637.8,,38.89874481,-77.04022991
1590,PM1765420,0216_0027,1010 Vermont Avenue SPE LLC,2016,In Compliance,1010 VERMONT AV NW,1010 VERMONT AV SPE LLC,2.0,WASHINGTON,DC,20005.0,1926,Office,Office,75579.0,68988.0,63,61.6,60.9,193.5,191.4,487.4,7.1,393.6,1245700.4,,38.90317429,-77.03377102
1591,PM2609487,0675_0846,FERC,2016,In Compliance,0888 1ST ST NE,ROSCHE/888 FIRST STREET NE LLC,6.0,WASHINGTON,DC,20002.0,1995,Office,Office,500000.0,558620.0,87,63.2,64.3,193.6,197.0,3970.7,7.1,8187.8,9961558.3,12611.92591,38.901537,-77.00711982
1594,PM1556355,0169_0070,1776 G Street,2016,In Compliance,1776 G ST NW,WASHINGTON REAL ESTATE INVESTMENT TRUST,2.0,WASHINGTON,DC,20006.0,1978,Office,Office,361940.0,273360.0,79,61.7,61.7,193.9,193.9,1935.5,7.1,6048.8,4946492.3,,38.89810624,-77.04117807
1595,PM1800460,0078_0847,2020 K Street,2016,In Compliance,2020 K ST NW,2020 K CORPORATION,2.0,WASHINGTON,DC,20006.0,1975,Office,Office,504408.0,418749.0,81,61.8,61.8,193.9,193.9,2966.1,7.1,9923.1,7580490.2,,38.90214936,-77.04602883
1597,PM1034459,0216_0034,1090 Vermont Avenue NW,2016,In Compliance,1090 VERMONT AVE NW,1090 VERMONT AVENUE NW ASSOCIATES LP,2.0,WASHINGTON,DC,20005.0,1980,Office,Office,229257.0,163045.0,86,61.9,61.1,194.3,191.8,1157.2,7.1,3206.0,2957357.8,,38.90342745,-77.03365240000001
1598,PM1380124,0316_0035,1101 K Street,2016,In Compliance,1101 K ST NW,RG-1101 K LLC,2.0,WASHINGTON,DC,20005.0,2007,Office,Office,453141.0,313852.0,83,61.9,60.9,194.3,191.3,2227.7,7.1,6208.9,5693282.9,,38.90286804,-77.02741697
1599,PM1425442,0252_0083,700 13th Street,2016,In Compliance,0700 13TH ST NW,700 THIRTEENTH STREET LLC,2.0,WASHINGTON,DC,20005.0,1988,Office,Office,360016.0,258655.0,77,62.0,62.0,194.7,194.7,1839.2,7.1,4012.8,4700367.3,,38.89874149,-77.03000151
1600,PM3981395,1467_0882,"4910 Mass. Ave., NW",2016,In Compliance,4910 MASSACHUSETTS AVE NW,WC AND AN MILLER DEVELOPMENT COMPANY,3.0,WASHINGTON,DC,20016.0,1986,Office,Office,84263.0,84264.0,61,73.5,73.5,195.4,193.0,622.5,7.4,1423.9,1396608.1,14315.649440000001,38.94608065,-77.09779633
1601,PM2790969,0127_0050,1722 Eye Street,2016,In Compliance,1722 I ST NW,1722 EYE STREET ASSOCIATES,2.0,WASHINGTON,DC,20006.0,1981,Office,Office,167233.0,180564.0,75,62.3,62.3,195.7,195.7,1290.8,7.1,2730.1,3298907.6,,38.901038299999996,-77.04086515
1604,PM1396919,0107_0077,1875 K Street,2016,In Compliance,1845 K ST NW,CP 1875 K STREET LLC,2.0,WASHINGTON,DC,20036.0,2001,Office,Office,267097.0,208952.0,77,62.4,62.4,196.0,196.0,1496.1,7.2,2451.8,3823530.2,,38.90304426,-77.04304611
1605,PM2896787,0126_0059,919 18th Street,2016,In Compliance,919 18TH ST NW,EPIC 919 LLC,2.0,WASHINGTON,DC,20006.0,1981,Office,Office,151448.0,103030.1,68,62.5,62.6,196.0,196.3,737.7,7.2,2626.2,1884099.0,89.14062290000001,38.90188755,-77.04128538
1606,PM3081163,0320_0028,"Jemal's Square 320, LLC",2016,In Compliance,1155 F ST NW,JEMAL'S SQUARE 320 LLC,2.0,WASHINGTON,DC,20004.0,2009,Office,Office,380222.0,250692.0,82,62.6,62.6,196.6,196.6,4705.3,18.8,6457.6,4601033.0,,38.89783365,-77.02731145
1607,PM2972719,0458_0824,"601 Indiana Ave., NW",2016,In Compliance,601 INDIANA AVE NW,BHB LIMITED PARTNERSHIP,2.0,WASHINGTON,DC,20004.0,1963,Office,Office,57083.0,56651.0,88,79.5,80.9,196.9,196.0,428.5,7.6,1347.2,901816.1,14239.41216,38.89464838,-77.02026341
1608,PM2256771,0181_0161,1625 Massachusetts Avenue NW,2016,In Compliance,1625 MASSACHUSETTS AVE NW,1625 MASSACHUSETTS AVENUE LLC,2.0,WASHINGTON,DC,20036.0,1972,Office,Office,266189.0,129780.0,80,62.8,63.7,197.1,200.0,934.2,7.2,2565.9,2387475.4,,38.90814298,-77.03800805
1613,PM1779473,0404_0816,801 9th Street NW,2016,In Compliance,0801 9TH ST NW,N S P VENTURES CORPORATION,2.0,WASHINGTON,DC,20001.0,1999,Office,Office,248052.0,238127.0,81,63.0,62.4,197.9,196.0,1721.0,7.2,4672.1,4398368.0,,38.90038608,-77.02361942
1614,PM2590124,0085_0844,1999 K Street NW,2016,In Compliance,1999 K ST NW,DEKA USA K STREET LP,2.0,WASHINGTON,DC,20036.0,2009,Office,Office,250345.0,266515.0,78,63.2,62.9,198.4,197.5,1931.6,7.2,5186.2,4936658.1,,38.90305172,-77.04458463
1616,PM1030273,0118_0029,1919 Penn Ave,2016,In Compliance,1916 I ST NW,1919 PENNSYLVANIA ASSOCIATES LLC,2.0,WASHINGTON,DC,20006.0,1979,Office,Office,381951.0,265243.0,74,68.1,68.8,198.8,199.6,1954.3,7.4,6474.0,4734898.6,19122.83711,38.90118614,-77.04374594
1617,PM17736,0250_0051,Franklin Square,2016,In Compliance,1300 I ST NW,TIAA FRANKLIN SQUARE LLC,2.0,WASHINGTON,DC,20005.0,1989,Office,Office,606768.0,517464.0,81,65.5,65.5,198.8,198.8,3782.3,7.3,8321.3,9431954.5,17256.41775,38.90100088,-77.03034999
1618,PM3761920,0165_0814,818 Connecticut LLC,2016,In Compliance,0818 CONNECTICUT AV NW,818 CONNECTICUT LLC,2.0,WASHINGTON,DC,20006.0,1977,Office,Office,93196.0,93189.0,87,63.3,63.3,198.9,198.9,676.8,7.3,2407.8,1729658.8,,38.90090378,-77.03881198
1620,PM2704668,0377_0040,The Pew Charitable Trusts,2016,In Compliance,0901 E ST NW,THE PEW CHARITABLE TRUSTS CO INC,2.0,WASHINGTON,DC,20004.0,1989,Office,Office,345480.0,262019.0,77,63.5,63.1,199.4,198.0,1907.8,7.3,14568.5,4875777.4,,38.89674159,-77.02417364
1621,PM1495502,0186_0040,"1620 Eye, LLC",2016,In Compliance,1620 I ST NW,1620 EYE LLC,2.0,WASHINGTON,DC,20006.0,1971,Office,Office,125367.0,117509.0,76,63.5,64.7,199.5,203.3,856.1,7.3,3254.7,2188019.7,,38.90108618,-77.03750142
1622,PM3630815,PAR01730118,3600 NY Properties LLC,2016,In Compliance,3600 NEW YORK AVE NE,3600 NY PROPERTIES LLC,5.0,WASHINGTON,DC,20002.0,1965,Office,Office,128160.0,123000.0,61,83.5,84.8,199.5,199.4,950.8,7.7,694.8,1929073.6,36898.00063,38.91693735,-76.95506335
1623,PM1434327,0698_0032,20 M,2016,In Compliance,20 M ST SE,SOUTHEAST REALTY LLC,6.0,WASHINGTON,DC,20003.0,2006,Office,Office,297720.0,196545.0,86,63.8,63.7,200.2,200.2,1436.9,7.3,3598.2,3672342.8,,38.87679625,-77.00790436
1626,PM1961354,0184_0856,"1620 L ST, N.W. Wash DC",2016,In Compliance,1620 L ST NW,I &G 1620 L STREET NW LLC,2.0,WASHINGTON,DC,20036.0,1989,Office,Office,160944.0,167886.5,64,63.9,63.9,200.7,200.7,1230.9,7.3,15758.6,3145666.1,,38.90340977,-77.03758634
1627,PM3994435,2051_0006,4201 Connecticut Ave NW,2016,In Compliance,4201 CONNECTICUT AVE NW,BRICKMAN 4201 CONNECTICUT AVENUE LLC,3.0,WASHINGTON,DC,20008.0,1964,Office,Office,109032.0,68640.0,60,64.0,64.0,201.1,201.0,504.1,7.3,695.1,1288241.9,,38.94347706,-77.06263696
1628,PM1349227,0181_0873,Resources for the Future Inc./Resources and Conservation Center LLC,2016,In Compliance,1400 16TH ST NW,C M LAND LLC,2.0,WASHINGTON,DC,20036.0,1959,Office,Office,278656.0,273886.0,82,64.3,64.3,201.8,201.8,5276.8,19.3,5403.7,5159889.8,,38.90907529,-77.03707464
1630,PM3494759,0090_0032,2001 S Street,2016,In Compliance,2001 S ST NW,20TH & S ASSOCIATES LLC,2.0,WASHINGTON,DC,20009.0,1969,Office,Office,85007.0,59283.0,90,75.7,75.5,202.8,201.3,453.6,7.7,1527.3,1025391.2,9862.25881,38.91434974,-77.04508348
1631,PM1479517,0537_0810,Capitol View,2016,In Compliance,425 3RD ST SW,SQUARE 537 ASSOCIATES LLC,6.0,WASHINGTON,DC,20024.0,2007,Office,Office,317623.0,252361.0,83,65.3,65.3,203.0,203.0,1874.7,7.4,6953.9,4756523.0,2554.691603,38.88360133,-77.01548904
1633,PM1397164,0218_0077,Franklin Tower,2016,In Compliance,1401 I ST NW,1401 EYE HOLDINGS LLC,2.0,WASHINGTON,DC,20005.0,1968,Office,Office,315944.0,237258.0,73,64.7,64.7,203.3,203.3,1761.3,7.4,3505.5,4501239.1,,38.90167406,-77.03242402
1634,PM1657117,0166_0038,1775 Penn Ave,2016,In Compliance,1775 PENNSYLVANIA AVE NW,RS WASHINGTON CORPORATION,2.0,WASHINGTON,DC,20006.0,1975,Office,Office,309460.0,156813.0,67,64.7,64.7,203.3,203.3,1164.4,7.4,2087.7,2975806.5,,38.899877399999994,-77.04136526
1635,PM1406610,0168_0823,1750 Pennsylvania Ave,2016,In Compliance,1750 PENNSYLVANIA AV NW,JOHN HANCOCK LIFE INSURANCE COMPANY (U.S.A.),2.0,WASHINGTON,DC,20006.0,1963,Office,Office,440029.0,297909.0,81,85.9,88.1,204.1,206.4,2359.0,7.9,7272.2,4757345.5,93661.1959,38.89905363,-77.04076308
1636,PM2222721,0459_0820,601 Pennsylvania Avenue,2016,In Compliance,0601 PENNSYLVANIA AV NW,SAUL SUBSIDIARY II LTD,2.0,WASHINGTON,DC,20004.0,1984,Office,Office,50188.0,250503.0,75,65.0,65.0,204.2,204.2,1867.9,7.5,4798.7,4773813.5,,38.8933069,-77.02050371
1637,PM1423627,0184_0069,1629 K St NW,2016,In Compliance,1629 K ST NW,DAVIS BUILDING LLC,2.0,WASHINGTON,DC,20006.0,1963,Office,Office,127650.0,105891.0,65,76.2,78.1,204.5,206.5,816.9,7.7,2613.2,1848715.4,17603.25637,38.90293024,-77.03789817
1638,PM3998790,1196_0191,Georgetown Place South,2016,In Compliance,1101 - 1115 30TH ST NW,COLUMBIA REALTY VENTRUE LLC,2.0,WASHINGTON,DC,20007.0,1926,Office,Office,278347.0,89058.0,65,82.4,83.8,205.0,205.9,700.5,7.9,330.6,1479959.1,22861.97394,38.90466345,-77.05824395
1640,PM1427938,0214_0859,BAEV-LaSalle One Thomas Circle LLC,2016,In Compliance,0001 THOMAS CIR NW,BAEV-LASALLE  ONE THOMAS CIRCLE LLC,2.0,WASHINGTON,DC,20005.0,1981,Office,Office,339406.0,238444.0,77,65.6,65.6,206.0,206.0,1734.9,7.3,4199.2,4583779.8,,38.90537932,-77.03260141
1641,PM2946118,0158_0082,Paul H.Nitze,2016,In Compliance,1740 MASSACHUSETTS AVE NW,JOHNS HOPKINS UNIVERSITY,2.0,WASHINGTON,DC,20036.0,1962,Office,Office,78889.0,65273.0,74,87.4,88.8,206.0,205.6,522.7,8.0,1954.7,1045683.8,21380.55105,38.90809383,-77.04033421
1642,PM3495308,PAR01330131,US Conf Catholic Bishops,2016,In Compliance,3211 4TH ST NE,UNITED STATES CONFERENCE OF CATHOLIC BISHOPS,5.0,WASHINGTON,DC,20017.0,1989,Office,Office,169000.0,194131.0,64,110.8,114.9,206.0,209.5,1674.4,8.6,3872.5,2446595.7,122884.793,38.92980185,-76.99947523
1643,PM1192428,0457_0038,The Patrick Henry Building,2016,In Compliance,601 D ST NW,LHL REALTY COMPANY DC LLC,2.0,WASHINGTON,DC,20530.0,1974,Office,Office,603712.0,541518.0,80,66.4,66.4,206.3,206.3,4089.1,7.6,9068.7,10369730.2,5648.97155,38.89507443,-77.02054111
1644,PM13149,0072_0076,2101 L St NW,2016,In Compliance,2101 L ST NW,CESC 2101 L STREET LLC,2.0,WASHINGTON,DC,20037.0,1978,Office,Office,370000.0,381518.0,85,65.7,65.7,206.3,206.3,2874.1,7.5,10422.6,7345289.6,,38.90437577,-77.0468819
1645,PM1242253,0183_0883,NGS Headquarters,2016,In Compliance,1145 17TH ST NW,NATIONAL GEOGRAPHIC SOCIETY,2.0,WASHINGTON,DC,20036.0,1983,Office,Office,598366.0,746237.0,83,81.3,81.8,207.4,207.9,5903.3,7.9,10305.2,12770278.5,170651.4879,38.90519711,-77.03815544
1646,PM4067117,0171_0815,1700 New York Avenue,2016,In Compliance,1700  NEW YORK AV NW,1700 NEW YORK AVENUE LLC,2.0,WASHINGTON,DC,20006.0,2013,Office,Office,124000.0,123017.0,71,66.3,66.9,208.1,210.2,934.9,7.6,1914.9,2389381.4,,38.89602623,-77.04034803
1647,PM3990197,0250_0049,Ruthenium,2016,In Compliance,1331 H ST NW,RUTHENIUM LLC,2.0,WASHINGTON,DC,20005.0,1964,Office,Office,90458.0,74898.0,58,66.3,65.6,208.3,205.9,569.9,7.6,1915.3,1456384.9,,38.90052695,-77.03067223
1648,PM1649511,0024_0871,2445 M Street,2016,In Compliance,2445 M ST NW,WRIT 2445 M LLC,2.0,WASHINGTON,DC,20037.0,1986,Office,Office,397105.0,305149.0,84,66.5,66.5,208.7,208.7,2325.6,7.6,6342.7,5943565.8,,38.90558858,-77.05263423
1649,PM1356874,0216_0033,1015 15th Street,2016,In Compliance,1015 15TH ST NW,1015 15TH STREET INC,2.0,WASHINGTON,DC,20005.0,1979,Office,Office,252721.0,193006.0,76,67.2,67.2,208.8,208.8,1475.1,7.6,4118.3,3741186.3,2122.056537,38.90308514,-77.03413181
1653,PM25204,0116_0073,1919 M Street,2016,In Compliance,1919 M ST NW,1919 M STREET ASSOCIATES LP,2.0,WASHINGTON,DC,20036.0,1967,Office,Office,297005.0,269071.0,77,67.0,67.0,210.4,210.4,2068.0,7.7,4835.3,5285246.6,,38.90641907,-77.04457082
1655,PM2590139,0800_0029,300 M Street SE,2016,In Compliance,300 M ST SE,FEDERAL CENTER LP,6.0,WASHINGTON,DC,20003.0,2001,Office,Office,397139.0,299132.0,69,67.2,67.2,211.0,211.0,2305.2,7.7,14548.9,5891279.3,,38.87685912,-77.00132817
1656,PM4376473,0127_0051,Paralyzed Veterans of America,2016,In Compliance,801 18TH ST NW,801 18TH STREET ASSOCIATES,2.0,WASHINGTON,DC,20006.0,1982,Office,Office,57976.0,49144.0,46,67.3,67.3,211.5,211.3,379.5,7.7,904.2,969994.0,,38.90051957,-77.04146478
1657,PM4390334,0376_0068,900 G,2016,In Compliance,900 G ST NW,ASB MRP 900 G STREET LLC,2.0,WASHINGTON,DC,20001.0,2014,Office,Office,102133.0,112635.0,58,67.5,67.5,211.9,211.9,871.8,7.7,1574.4,2227955.8,,38.89814924,-77.02439197
1658,PM3512975,0458_0023,633 Indiana,2016,In Compliance,633 INDIANA AVE NW,INDIANA ASSOCIATES,2.0,WASHINGTON,DC,20004.0,1968,Office,Office,175739.0,153031.0,52,89.0,90.3,212.8,214.1,1226.5,8.0,2405.0,3057569.4,31918.86797,38.89438319,-77.02117156
1659,PM2930341,0114_0816,National Center for Higher Education,2016,In Compliance,0001 DUPONT CIR NW,AMERICAN COUNCIL ON EDUCATION,2.0,WASHINGTON,DC,20036.0,1969,Office,Office,302468.0,232957.0,77,104.1,97.0,213.2,205.7,2000.8,8.6,5864.4,3393124.9,126725.9626,38.90923459,-77.04445362
1661,PM1492661,0247_0096,The CoStar Group Building,2016,In Compliance,1331 L ST NW,MANGER 8-10-34 TRUST PARTNERS LLC,2.0,WASHINGTON,DC,20005.0,2008,Office,Office,178646.0,198452.0,87,68.1,68.0,213.8,213.4,6063.6,30.6,3503.3,3959483.8,,38.904076700000005,-77.03099011
1662,PM2999304,0531_0036,DC0321ZZ - JUDICIARY CENTER,2016,In Compliance,555 4TH ST NW,555 FOURTH STREET ASSOCIATES,2.0,WASHINGTON,DC,20001.0,1982,Office,Office,472170.0,345776.0,77,68.1,68.1,213.8,213.8,2700.2,7.8,559.7,6900941.1,,38.89685236,-77.01564074
1663,PM1446135,0428_0020,810 7th St N.W.,2016,In Compliance,0810 7TH ST NW,810 SEVENTH AVENUE SPE LLC,2.0,WASHINGTON,DC,20001.0,1990,Office,Office,405885.0,282901.0,89,68.1,67.3,213.9,211.4,2210.5,7.8,6509.2,5649400.0,,38.90063284,-77.02220151
1664,PM3510427,0627_0013,06270013_500 New Jersey Avenue,2016,In Compliance,500 NEW JERSEY AVE NW,NATIONAL ASSOCIATION OF REALTORS,6.0,WASHINGTON,DC,20001.0,2004,Office,Office,105000.0,101931.9,70,68.2,68.1,214.3,213.8,797.8,7.8,2524.3,2038923.9,,38.89652228,-77.01191263
1665,PM1423975,0185_0042,1666 K St NW,2016,In Compliance,1666 - 1632 K ST NW,1620 K LLC,2.0,WASHINGTON,DC,20006.0,1974,Office,Office,453352.0,293912.0,62,68.3,68.3,214.5,214.5,2302.1,7.8,9084.3,5883413.0,,38.90223469,-77.03770249
1666,PM2590132,1190_0842,1050 Thomas Jefferson Street NW,2016,In Compliance,1050 THOMAS JEFFERSON ST NW,KIRSTEIN GERWIRZ AND ABEL,2.0,WASHINGTON,DC,20007.0,1980,Office,Office,287032.0,206542.0,80,68.5,68.5,215.2,215.2,1623.7,7.9,3228.4,4149599.4,,38.90388654,-77.06040573
1667,PM2293741,0122_0028,Old Main,2016,In Compliance,1922 F ST NW,GEORGE WASHINGTON UNIVERSITY,2.0,WASHINGTON,DC,20052.0,1915,Office,Office,55789.0,51261.0,59,82.8,83.7,215.4,215.1,419.5,8.2,304.9,923668.8,10935.00542,38.89712029,-77.04431914
1668,PM5829,0183_0857,1101 17th Street,2016,In Compliance,1101 17TH ST NW,CESC 1101 17TH STREET LIMITED PARTNERSHIP,2.0,WASHINGTON,DC,20036.0,1964,Office,Office,330550.0,223218.0,76,87.8,89.0,215.6,215.0,1852.2,8.3,8749.1,3863002.5,64143.386660000004,38.90405585,-77.03797318
