Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
PM4004685,2834_0863,Holmead Apartments,2017,In Compliance,3435 HOLMEAD PL NW,UIP-NYCB FIVE LP,1,WASHINGTON,DC,20010,1951,Multifamily Housing,Multifamily Housing,82702,82702,35,95.1,102.7,155.6,163.6,545.3,6.6,5060.3,647069.3,56548.4181,38.93306947,-77.03065786
PM4378477,2234_0003,3801 Connecticut Ave,2017,In Compliance,3801 CONNECTICUT AVE NW,WASHREIT 3801 CONNECTICUT AVE TRUSTEE LLC,3,WASHINGTON,DC,20008,1951,Multifamily Housing,Multifamily Housing,161139,182195,53,82.3,87.4,155.6,159.2,1145.1,6.3,6470.2,1768565.3,89564.51604,38.93936125,-77.06007692
PM2364583,0139_0074,1818 N St,2017,In Compliance,1818 N ST NW,LENKIN-N LP,2,WASHINGTON,DC,20036,1983,Office,Office,101988,108209,86,49.6,49.6,155.7,155.7,595.3,5.5,1274.8,1572897.3,NA,38.90712733,-77.04274445
PM3524415,0195_0846,Hotel Rouge,2017,In Compliance,1315 16TH ST NW,LHO WASHINGTON HOTEL THREE L L C,2,WASHINGTON,DC,20036,1964,Hotel,Hotel,161042,114073,72,86.7,91.3,155.7,159.3,729.2,6.4,4563.3,1034875.5,63535.49105,38.90827384,-77.03613249
PM1409873,0184_0849,Kita Washington Center,2017,In Compliance,1660 L ST NW,KITA WASHINGTON CENTER LLC,2,WASHINGTON,DC,20036,1968,Office,Office,207740,134672,93,62.9,65.8,155.8,157.5,784,5.8,3276.9,1695384.3,26799.77356,38.90347933,-77.03808004
PM2558899,0157_0866,Carnegie Endowment for International Peace,2017,In Compliance,1779 MASSACHUSETTS AV NW,CARNEGIE ENDOWMENT FOR INTL PEACE,2,WASHINGTON,DC,20036,1997,Office,Office,89323,89223,83,49.7,49.7,155.9,155.9,491.5,5.5,555,1298510.7,NA,38.90930125,-77.04100052
PM3048100,0537_0813,Patriots Plaza III - 2262 (EPL),2017,In Compliance,355 E ST SW,RIGGS BANK N.A. TRUSTEE,6,WASHINGTON,DC,20024,2003,Office,Office,572413,414177,91,49.7,50.3,156,157.9,2282.8,5.5,3857.9,6031322.8,NA,38.8836031,-77.01636372
PM3990143,1932_0813,Sherry Hall,2017,In Compliance,2702 WISCONSIN AVE NW,ALONZO O BLISS PROPERTIES,3,WASHINGTON,DC,20007,1943,Multifamily Housing,Multifamily Housing,50880,50880,39,86.4,89.7,156.8,155.2,326.5,6.4,2062,470840.8,27914.59382,38.92503326,-77.07362239
PM3991631,1971_0836,Days Inn,2017,In Compliance,4400 CONNECTICUT AV NW,THOMAS MOTT TRUSTEES,3,WASHINGTON,DC,20008,1948,Hotel,Hotel,76016,76016,78,49.9,51.5,156.8,161.7,421.1,5.5,6821.8,1112534.1,NA,38.94695704,-77.06560886
PM4178736,0654_0039,Syphax Gardens,2017,Data Under Review by DOEE,0045 - 0049 P ST SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6,WASHINGTON,DC,20024,1960,Multifamily Housing,Multifamily Housing,NA,151944,29,89.7,96.3,157,163.3,987.8,6.5,13551.7,1337925.8,90643.0038,38.87219273,-77.0116305
PM1765382,0216_0800,1000 Vermont Avenue SPE LLC,2017,In Compliance,1000 VERMONT AV NW,1000 VERMONT AVENUE SPE LLC,2,WASHINGTON,DC,20005,1950,Office,Office,103407,89609,84,50.1,50.1,157.3,157.3,498,5.6,1175.5,1315760.7,NA,38.90296273,-77.0338974
PM3632510,0182_0083,The University of California Washington Center,2017,In Compliance,1608 RHODE ISLAND AVE NW,THE REGENTS OF THE UNIVERSITY OF CALIFORNIA,2,WASHINGTON,DC,20036,2001,College/University,Residence Hall-Dormitory,184556,158819,45,67.9,70,157.3,157.5,950.6,6,5545.6,1917446.8,42339.91463,38.90651258,-77.03738575
PM3956966,1025_0812,Maritime Plaza-2,2017,Data Under Review by DOEE,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6,WASHINGTON,DC,20003,2002,Office,Office,145117,158913,86,57.7,58.9,157.3,156.5,912.4,5.7,1499.1,2154262.8,18268.12772,38.87525385,-76.98994638
PM4007903,0407_3046,The Lexington at Market Square I,2017,In Compliance,0400 8TH ST NW,THE LEXINGTON II CONDOMINIUM,2,WASHINGTON,DC,20004,2002,Multifamily Housing,Multifamily Housing,111029,99672,18,64.3,66,157.3,156.7,588.1,5.9,3829.6,1254492.7,21324.8186,38.89600383,-77.0231626
PM4097073,0825S_0845,Carroll Apartments,2017,Data Under Review by DOEE,410 M ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6,WASHINGTON,DC,20003,1964,Multifamily Housing,Multifamily Housing,NA,48064,22,81.7,88.6,157.3,162.7,303.7,6.3,1521.5,482099.9,22826.99805,38.87671859,-76.99995583
PM3354050,0164_0003,1001 Connecticut Avenue,2017,In Compliance,1001 CONNECTICUT AV NW,1001 CONNECTICUT AVENUE LLC,2,WASHINGTON,DC,20036,1953,Office,Office,171080,142750,87,64.1,63.5,157.8,155.6,888.6,6.2,3392.1,1821383.7,9081.73834,38.90300964,-77.03906355
PM1389067,0254_0839,National Place,2017,In Compliance,1331  NW,NATIONAL PLACE LAND COMPANY LLC,2,WASHINGTON,DC,20004,1983,Office,Office,1544024,594315,91,50.4,50.8,158.2,159.7,3321.7,5.6,8821.8,8775960.3,NA,38.89715861,-77.03005325
PM1407276,0290_0044,1299 Pennsylvania Ave NW,2017,In Compliance,0501 13TH ST NW,WARNER INVESTMENTS LP,2,WASHINGTON,DC,20221,1991,Office,Office,641215,769685,86,50.4,50.4,158.2,158.2,4302.3,5.6,12788,11366819.2,NA,38.89649317,-77.02826612
PM4746392,5056_0040,Cesar Chavez Public Charter Schools For Public Policy,2017,In Compliance,3701 HAYES ST NE,CESAR CHAVEZ PUBLIC CHARTER SCHOOLS FOR PUBLIC POLICY,7,WASHINGTON,DC,20019,2005,K-12 School,K-12 School,59460,79612,8,55.7,57.3,158.2,163.9,423.1,5.3,435.7,1117926.2,NA,38.90144549,-76.94906737
PM1334631,0675_0841,One Union Center,2017,In Compliance,0810 1ST ST NE,DC FIRST STREET CORPORATION,6,WASHINGTON,DC,20002,1987,Office,Office,202576,232126,87,50.5,50.5,158.4,158.4,1299.1,5.6,6028.5,3432240.6,NA,38.90061293,-77.00702797
PM6276325,1025_0812,1220 12th Street SE,2017,Data Under Review by DOEE,1220 12TH ST SE,WASHINGTON GAS LIGHT CO,6,WASHINGTON,DC,20003,2002,Office,Office,145117,158053,94,58.3,59.5,158.4,157.9,914.4,5.8,1849.2,2154262.8,18646.00198,38.87525385,-76.98994638
PM3636028,0628_0859,Capital Plaza,2017,Incomplete Report,0035 E ST NW,CAPITAL PLAZA PROPERTIES LLC,6,WASHINGTON,DC,20001,1949,Multifamily Housing,Multifamily Housing,82478,58300,69,96.2,105.2,158.5,166.6,390.6,6.7,3314.9,470523.3,40018.72152,38.89639431,-77.01060065
PM1337470,0221_0809,DC1-701 730 15th St / 1601 Pennsylvania Avenue,2017,In Compliance,0730 15TH ST NW,GRANITE LLC,2,WASHINGTON,DC,20005,1931,Financial Office,Financial Office,79750,143779,77,60.9,62.8,158.7,160.4,842.1,5.9,1809.8,1910724.8,22380.71342,38.89944906,-77.03406726
PM1347061,0387_0868,950 L'Enfant Plaza,2017,In Compliance,0450 10TH ST SW,L'ENFANT COLONY LLC,6,WASHINGTON,DC,20024,1967,Office,Office,276288,314276,88,62,64.8,158.8,160.2,1849.7,5.9,4083,4131446.4,53832.79959,38.8833855,-77.02428922
PM1497374,0197_0079,"1156 Fifteenth, LLC",2017,In Compliance,1156 15TH ST NW,1156 FIFTEENTH LLC,2,WASHINGTON,DC,20005,1968,Office,Office,260598,177404,87,63.8,65.8,158.8,158.9,1122.3,6.3,6276.1,2299811.5,2929.681552,38.90539132,-77.03479492
PM1597342,0126_0058,1750 K Street NW,2017,In Compliance,1750 K ST NW,MAPS 1750 K LLC,2,WASHINGTON,DC,20006,1970,Office,Office,214618,180086,87,50.6,51.5,158.8,161.7,1010.2,5.6,396.1,2668893.9,NA,38.90214068,-77.04077861
PM4178751,3040_0126,Park Morton,2017,Data Under Review by DOEE,610 MORTON ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,1,WASHINGTON,DC,20010,1960,Multifamily Housing,Multifamily Housing,NA,134100,29,100.7,109.4,158.8,167.1,914.3,6.8,10483.9,996989.9,101083.0005,38.9318536,-77.02144659
PM3499503,0158_0078,1776 Mass Ave,2017,In Compliance,1776 MASSACHUSETTS AVE NW,1776 MASS AVE RE LLC,2,WASHINGTON,DC,20036,1970,Office,Office,115510,96447,90,50.7,51.6,159.2,162,542.5,5.6,1448,1433363.6,NA,38.90845559,-77.04115025
PM4051768,0571_0055,440 First St NW,2017,Data Under Review by DOEE,440 1ST ST NW,FP 440 1ST STREET LLC,6,WASHINGTON,DC,20001,1982,Office,Office,141930,138711,80,52.1,52.5,159.3,159.7,785.2,5.7,1671.1,2034309.6,2721.293482,38.89545473,-77.01247706
PM3983712,0127_0851,The Brawner Building,2017,In Compliance,0888 17TH ST NW,JOHN W BRAWNER TRUSTEE,2,WASHINGTON,DC,20006,1964,Office,Office,132548,117042,85,68.8,73.4,159.5,162.8,710.2,6.1,2175957.8,1433542.8,31555.39629,38.90109849,-77.03977287
PM3686127,5440_0805,Stoneridge I,2017,In Compliance,0310 - 0354 ANACOSTIA RD SE,SOUSA ASSOCIATES LTD ASSOCIATES,7,WASHINGTON,DC,20019,1970,Multifamily Housing,Multifamily Housing,109280,93828,26,86.8,90.7,159.7,161.8,610.5,6.5,6423,901522.6,50695.54682,38.88523527,-76.95404534
PM6768,0126_0057,1776 K Street NW,2017,Data Under Review by DOEE,1776 K ST NW,1776 K STREET ASSOCIATES & RIDDELL PARTNERS,2,WASHINGTON,DC,20006,1969,Office,Office,256839,213067,83,63.4,65.8,160.3,161.4,1306,6.1,4633.8,2801509.4,39478.01343,38.90218881,-77.04123807
PM3509604,0157_0864,Brookings Institution,2017,In Compliance,1775 MASSACHUSETTS AV NW,BROOKINGS INSTITUTION,2,WASHINGTON,DC,20036,1959,Office,Office,173315,112278,81,69.8,74,160.5,162.6,687.2,6.1,2303.3,1373633.7,31492.73408,38.90913211,-77.04064606
PM1486998,0284_0042,1220 L Street,2017,In Compliance,1220 L ST NW,13TH AND L ASSOCIATES,2,WASHINGTON,DC,20005,1982,Office,Office,369164,321980,86,51.2,51.2,160.7,160.7,1827.5,5.7,3904.8,4828201.3,NA,38.90338921,-77.02914636
PM3965373,0217_0025,1012- 14th St Continental Building,2017,In Compliance,1012 14TH ST NW,CONTINENTIAL BUILDING LP,2,WASHINGTON,DC,20005,1954,Office,Office,99360,80488,85,65,67.2,160.9,161.6,484.3,6,1202.6,1046066.7,16628.7324,38.9032026,-77.03239727
PM1349227,0181_0873,Resources for the Future Inc./Resources and Conservation Center LLC,2017,In Compliance,1400 16TH ST NW,C M LAND LLC,2,WASHINGTON,DC,20036,1959,Office,Office,278656,273886,89,51.3,51.3,161,161,1557.9,5.7,3277.7,4115943.3,NA,38.90907529,-77.03707464
PM2482515,0711_0809,Two Constitution Square,2017,In Compliance,145 N ST NE,TWO CON LLC,6,WASHINGTON,DC,20002,2010,Office,Office,589000,623532,90,51.3,51.8,161.1,162.7,3548.6,5.7,7397.5,9375463.2,NA,38.90689827,-77.00457792
PM4007727,2663_0845,2445 15th St NW,2017,In Compliance,2445 15TH ST NW,THE DUNKIN-MAXWELL COMPANY,1,WASHINGTON,DC,20009,1937,Multifamily Housing,Multifamily Housing,63023,63023,27,82.2,87.4,161.3,163.7,405.9,6.4,2385.8,663518,29137.60012,38.92285743,-77.03495498
PM4556802,0030_0018,Washington DC RI,2017,In Compliance,801 NEW HAMPSHIRE AVE NW,CHATHAM WASHINGTON DC LLC,2,WASHINGTON,DC,20037,1973,Hotel,Hotel,98042,98042,19,73.5,75.7,161.3,162.9,611,6.2,3887.6,1156191.8,32637.48859,38.8998552,-77.05224877
PM2308771,0107_0062,1825 K Street,2017,In Compliance,1825 K ST NW,THE MORRIS AND GWENDOLYN CAFRITZ FOUNDATION INC AND AMBASSADOR INC,2,WASHINGTON,DC,20006,1966,Office,Office,308836,254527,83,63.2,66.1,161.6,163.5,1525.2,6,4633.7,3401620.3,44760.48788,38.9028695,-77.04243628
PM2791015,0502_0184,"Tiber Island Cooperative Homes, Inc.",2017,In Compliance,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6,WASHINGTON,DC,20024,1964,Multifamily Housing,Multifamily Housing,315832,315832,24,79.4,85.5,161.6,166,2015.8,6.4,13455.2,3467225.4,132436.7234,38.8760569,-77.01806073
PM1556347,0116_0074,1220 19th Street,2017,In Compliance,1220 19TH ST NW,WRIT LP,2,WASHINGTON,DC,20036,1975,Office,Office,110414,103501,87,55.4,56,161.7,161,600.8,5.8,2866.7,1502423.5,6058.71627,38.90664227,-77.04393917
PM3500466,0116_0077,1200 Nineteenth Street Benchmarking,2017,In Compliance,1200 19TH ST NW,1200 NINETEENTH STREET LLC,2,WASHINGTON,DC,20036,1964,Office,Office,321408,354926,88,57.1,57.1,161.8,161.8,2077.1,5.9,8194.9,5068827.9,29856.27324,38.9061145,-77.04387105
PM1583325,0267_0042,PORTALS III-1201 Maryland Avenue,2017,In Compliance,1201 MARYLAND AVE SW,PARCEL 47D LLC,6,WASHINGTON,DC,20024,2006,Office,Office,806904,519213,89,51.6,51.6,161.9,161.9,2969.4,5.7,6446.2,7845377.4,NA,38.88488136,-77.02866683
PM4226789,0629_0041,D.C. Hyatt Regency,2017,In Compliance,400 NEW JERSEY AVE NW,NSHE TEMPLE LLC,6,WASHINGTON,DC,20001,1975,Hotel,Hotel,605014,602025,80,72,74.1,161.9,162.5,3738.9,6.2,20992,7284174.1,184853.0024,38.89537545,-77.01170563
PM3641737,0088_0058,NAS Bldg,2017,In Compliance,2101 CONSTITUTION AVE NW,NATIONAL ACADEMY OF SCIENCES,2,WASHINGTON,DC,20418,1924,Office,Office,109303,173970,72,51.7,50.5,162.3,158.5,1350.8,7.8,3563,2635057.6,NA,38.89296694,-77.04764489
PM5927475,0486_0832,Fairfield Inn & Suites DC Downtown,2017,In Compliance,0500 H ST NW,RLJ III F WASHINGTON DC LLC,2,WASHINGTON,DC,20001,1986,Hotel,Hotel,111056,111056,77,63.7,65,162.4,165.4,669.3,6,6791.3,1487407.5,20014.30354,38.89966387,-77.01925301
PM1525528,0222_0027,50011 - 1425 New York Ave NW,2017,In Compliance,1415 NEW YORK AV NW,RPT 1425 NEW YORK AVE LLC,2,WASHINGTON,DC,20005,1991,Office,Office,158124,284845,91,51.8,51.8,162.5,162.5,1635.3,5.7,6647.6,4320532.5,NA,38.89972991,-77.03257855
PM25506,0699_0028,80 M Street SE,2017,In Compliance,80 M ST SE,WELLS REIT II 80 M STREET LLC,6,WASHINGTON,DC,20003,2001,Office,Office,384666,319955,92,54.7,55.3,162.6,163.3,1860.8,5.8,4056.9,4719809.1,14000.89099,38.8767314,-77.00629566
PM1257638,0217_0050,1425K,2017,In Compliance,1425 K ST NW,BGW LP,2,WASHINGTON,DC,20005,1969,Office,Office,231489,239478,85,51.9,51.9,163,163,1378.7,5.8,3534.1,3642530.3,NA,38.90291748,-77.03307377
PM1268752,0140_0092,1850 M St.,2017,In Compliance,1850 M ST NW,MANUFACTURERS LIFE INSURANCE,2,WASHINGTON,DC,20036,1985,Office,Office,302448,254980,90,51.9,53,163,166.5,1468.7,5.8,4380.8,3880229.4,NA,38.90536949,-77.04295035
PM1273027,0252_0060,The Colorado Building,2017,In Compliance,1341 G ST NW,COLDC 54 OWNER LLC,2,WASHINGTON,DC,20005,1903,Office,Office,187804,149720,77,52.1,52.1,163.5,163.5,864.6,5.8,2468.6,2284385.9,NA,38.89861501,-77.03140919
PM2722082,0674_0853,Sentinel Square I,2017,In Compliance,90 K ST NE,SENTINEL SQUARE 1 LLC,6,WASHINGTON,DC,20002,2009,Office,Office,450000,435400,86,52.1,52.1,163.5,163.5,2514.5,5.8,5181.8,6643452.3,NA,38.90288459,-77.00664418
PM1326900,0376_0828,0975 F Street NW (Carroll Square),2017,In Compliance,977 - 979 F ST NW,ST PATRICK'S CHURCH,2,WASHINGTON,DC,20004,2006,Office,Office,179929,187954,83,52.1,52.6,163.6,165.2,1086.6,5.8,4120.1,2870816.2,NA,38.89764136,-77.0250236
PM3508507,PAR01200034,KH - Kerby Hall,2017,In Compliance,125 MICHIGAN AVE NE,TRINITY COLLEGE,5,WASHINGTON,DC,20017,1965,Residence Hall-Dormitory,Residence Hall-Dormitory,482879,51980,57,95.1,103.3,163.7,172.5,354.4,6.8,8575.1,465507,33556.92648,38.92832361,-77.00220432
PM3529495,0429_0838,Portrait Building,2017,In Compliance,701 8TH ST NW,REGENCY PORTRAIT LLC,2,WASHINGTON,DC,20001,2005,Office,Office,111026,154799,81,52.1,52.1,163.7,163.7,895,5.8,2452.3,2364648.6,NA,38.89900852,-77.0226566
PM1257643,0160_0035,OFC Building,2017,In Compliance,1730 RHODE ISLAND AV NW,MAIZELS FAMILY LIMITED LIABILITY LIMITED PARTNERSHIP,2,WASHINGTON,DC,20036,1966,Office,Office,244818,182134,88,67.4,70.2,163.8,165.3,1121.7,6.2,4266.6,2376574.7,41411.57304,38.90594675,-77.03933797
PM3351514,0319_0863,33721-Washington Metro Center,2017,In Compliance,0775 12TH ST NW,HMC RETIREMENT PROPERTIES LTD PARTNERSHIP,2,WASHINGTON,DC,20005,1989,Hotel,Hotel,392603,450000,80,66.2,67.3,164.1,165.2,2759.3,6.1,22278,5965523.3,94389.006,38.8993683,-77.02778798
PM3688013,0250_0857,1350 I Street NW,2017,In Compliance,1350 I ST NW,1350 EYE CO-TENANT LLC,2,WASHINGTON,DC,20005,1989,Office,Office,156951,399907,83,52.3,53.8,164.3,168.8,2321.3,5.8,5039.9,6132992.9,NA,38.9010354,-77.03129995
PM3531644,0472_0128,Waterside Towers,2017,Incomplete Report,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,6,WASHINGTON,DC,20024,1970,Multifamily Housing,Multifamily Housing,1037766,381600,17,90.6,97.4,164.4,169.2,2567.3,6.7,22938.8,3703830,219420.9935,38.87901539,-77.02028987
PM1032878,0057_0055,Townhouse Row,2017,In Compliance,607 23RD ST NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20052,2003,Residence Hall-Dormitory,Residence Hall-Dormitory,71224,69267,53,70.2,70.5,164.8,162.2,432.9,6.2,1756.9,884438.2,18470.52863,38.89785017,-77.0498593
PM2706378,0287_0813,1212 New York Avenue NW,2017,In Compliance,1212 NEW YORK AV NW,JAGUAR PROPERTIES LLC,2,WASHINGTON,DC,20005,1987,Office,Office,155790,109335,83,52.5,54,164.8,169.6,636.5,5.8,679.3,1681741.4,NA,38.90014467,-77.02877488
PM3988101,0195_0848,Carnegie Institution of Washington,2017,In Compliance,1530 P ST NW,CARNEGIE INSTITUTION OF WASHINGTON,2,WASHINGTON,DC,20005,1909,Office,Office,51761,51761,55,65,67.7,164.9,166.1,317.1,6.1,218.3,701261.2,9726.123904,38.90942147,-77.0359486
PM4097131,0282_0010,Horizon House,2017,Data Under Review by DOEE,1150 12TH STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,2,WASHINGTON,DC,20005,1964,Mixed Use Property,Multifamily Housing,NA,105370,45,88.1,95.1,165.1,170.9,704.9,6.7,6749.7,1072553.8,56278.00234,38.905199,-77.0283
PM4178741,5356_0109,Benning Terrace,2017,Data Under Review by DOEE,0641 - 0645 46TH ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7,WASHINGTON,DC,20019,1960,Multifamily Housing,Multifamily Housing,NA,274781,34,97.4,105.3,165.2,173.2,1899.7,6.9,27452.8,2426722.8,184723.0147,38.88057446,-76.93744853
PM3028867,0537_0811,Patriots Plaza I - 2061 (EPL),2017,In Compliance,410 4TH ST SW,RIGGS BANK NA TRUSTEE,6,WASHINGTON,DC,20472,2005,Office,Office,294130,294130,77,52.6,52.6,165.3,165.3,1717.9,5.8,3046.6,4538637.6,NA,38.88362046,-77.01715541
PM1470509,0140_0090,1111 19th St NW,2017,In Compliance,1111 19TH ST NW,COLUMBIA DC 1111 19TH ST OFFICE PROPERTIES LLC,2,WASHINGTON,DC,20036,1979,Office,Office,270061,290398.6,91,52.7,53.4,165.5,167.8,1697.8,5.8,2314.5,4485558,NA,38.90441667,-77.04296027
PM5494242,0027_0823,Melrose Hotel - WML,2017,In Compliance,2430 PENNSYLVANIA AV NW,HH MELROSE HOTEL ASSOCIATES LP,2,WASHINGTON,DC,20037,1950,Hotel,Hotel,164017,190400,70,88.7,90.2,165.5,165.1,1278.2,6.7,11362.2,1933418.2,102865.8171,38.90301973,-77.0526803
PM6272923,4393_0016,Suton Two LLC,2017,In Compliance,2305 NEW YORK AVE NE,SUTON TWO LLC,5,WASHINGTON,DC,20002,2008,Hotel,Hotel,84180,72004,42,71.5,71.7,165.6,166.2,453.8,6.3,5242.2,914174.9,20294.59999,38.91684189,-76.97149093
PM4373170,0181_0821,founding,2017,In Compliance,1424 16TH ST NW,TRUSTEES FOR CHURCH OF SCIENTOLOGY RELIGIOUS TRUST,2,WASHINGTON,DC,20036,1918,Worship Facility,Worship Facility,50233,50233,21,54.5,54.5,165.7,164.6,296.1,5.9,566.6,763955.8,1298.479944,38.90946339,-77.03700105
PM4007389,0209_0929,The DeSoto,2017,In Compliance,1445 P ST NW,METRO MARKET LLC,2,WASHINGTON,DC,20005,2004,Multifamily Housing,Multifamily Housing,57992,57992,32,73.1,72.3,165.8,163.4,367.9,6.3,5008.2,724259.9,17662.45489,38.90981955,-77.03349768
PM1380124,0316_0035,1101 K Street,2017,In Compliance,1101 K ST NW,RG-1101 K LLC,2,WASHINGTON,DC,20005,2007,Office,Office,453141,313852,85,52.8,52.8,165.9,165.9,1839,5.9,5206,4858632.2,NA,38.90286804,-77.02741697
PM3470446,0465_0096,Constitution Center,2017,In Compliance,0400 7TH ST SW,CC OWNER LLC,6,WASHINGTON,DC,20024,1970,Office,Office,1336013,1582262,89,59.8,60.7,165.9,166.1,9539.4,6,21122.3,22870183.5,166268.3021,38.88468934,-77.02017537
PM2256994,1666_0804,5101 Wisconsin,2017,In Compliance,5101 WISCONSIN AV NW,GARRISON ASSOCIATES LLC,3,WASHINGTON,DC,20016,1976,Office,Office,102638,61855,80,52.9,52.9,166,166,362.8,5.9,290.5,958554.1,NA,38.95627793,-77.08299919
PM1495933,0376_0823,"901 F Street, NW",2017,In Compliance,0901 F ST NW,901 F LLC,2,WASHINGTON,DC,20004,2001,Office,Office,172152,118044,74,52.9,52.9,166.2,166.2,693,5.9,5353.4,1830825.8,NA,38.89756764,-77.02431223
PM4178750,2718_0847,Colorado,2017,Data Under Review by DOEE,5336 COLORADO AVE NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,4,WASHINGTON,DC,20011,1923,Multifamily Housing,Multifamily Housing,NA,17755,4,52.9,55.6,166.2,174.7,104.3,5.9,1202.1,275435,NA,38.95540883,-77.03461929
PM1356732,0247_0092,1101 14th street,2017,In Compliance,1101 14TH ST NW,AZURE 14TH STREET CORPORATION,2,WASHINGTON,DC,20005,1981,Office,Office,155374,119963,83,53.1,53.2,166.3,166.4,705.3,5.9,5639.3,1859440.5,290.423154,38.90400249,-77.03159119
PM1257635,0316_0032,1100L,2017,In Compliance,1100 L ST NW,12TH & L STREET LTD PARTNERSHIP,2,WASHINGTON,DC,20005,1969,Office,Office,474396,345115.6,86,59.5,62.4,166.6,171.4,2085.1,6,4657.1,5039809.1,33418.87429,38.90355769,-77.02754935
PM3267016,0569_0080,500 First Street NW,2017,In Compliance,500 1ST ST NW,FP 500 FIRST STREET LLC,6,WASHINGTON,DC,20001,1966,Office,Office,160600,134435,90,69.9,75.3,166.6,173.1,846.1,6.3,1443.9,1758525.1,33698.93698,38.89639159,-77.01258109
PM3981395,1467_0882,"4910 Mass. Ave., NW",2017,In Compliance,4910 MASSACHUSETTS AVE NW,WC AND AN MILLER DEVELOPMENT COMPANY,3,WASHINGTON,DC,20016,1986,Office,Office,84263,84264,72,62.3,63.6,166.8,165.9,515.2,6.1,1760.8,1197729,11641.95976,38.94608065,-77.09779633
PM1180513,0287_0038,1200 New York Avenue NW (AAAS),2017,In Compliance,1200 NEW YORK AVE NW,AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,2,WASHINGTON,DC,20005,1995,Office,Office,263000,231089,83,61.1,63.2,167.1,168.4,1407.8,6.1,2881,3334407.9,27432.98553,38.90022132,-77.02844738
PM1419790,0072_0007,Aston,2017,In Compliance,1129 NEW HAMPSHIRE AVE NW,GEORGE WASHINGTON UNIVERSITY,2,WASHINGTON,DC,20037,1965,Residence Hall-Dormitory,Residence Hall-Dormitory,104970,70625,55,73.7,76.2,167.1,169.7,451.7,6.4,2090.4,887883,21774.89665,38.90445719,-77.04788798
PM3533286,2035_0004,Ellicott House,2017,Incomplete Report,4849 CONNECTICUT AVE NW,ELLICOTT OWNER LLC,3,WASHINGTON,DC,20008,1974,Multifamily Housing,Multifamily Housing,319415,206304,5,88.2,94.4,167.1,171.8,1392,6.7,12957,2154632.7,108535.4991,38.95290607,-77.06819533
PM4097151,3070_0095,LeDroit,2017,Data Under Review by DOEE,2125 4TH ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,1,WASHINGTON,DC,20001,1965,Multifamily Housing,Multifamily Housing,NA,83706,46,96.4,104.8,167.5,175.2,582.1,7,7746.8,778850,54087.00074,38.91922875,-77.01740567
PM4097164,1874_0061,Regency House,2017,Data Under Review by DOEE,5201 CONNECTICUT AVE NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,3,WASHINGTON,DC,20015,1964,Multifamily Housing,Multifamily Housing,NA,113486,22,94.6,101.2,167.6,172.5,784.4,6.9,10805.6,1086987.9,70225.99849,38.95788878,-77.07112557
PM4767963,2549_0877,1841 Columbia Road,2017,In Compliance,1841 COLUMBIA RD NW,UIP 1841 COLUMBIA ROAD LLC,1,WASHINGTON,DC,20009,1930,Multifamily Housing,Multifamily Housing,120650,120650,21,84,84.7,167.6,166.9,803.4,6.7,4686.8,1344199.2,55472.85642,38.92161005,-77.04376851
PM1257640,0161_0037,Bender Building,2017,In Compliance,1120 CONNECTICUT AV NW,JACK I BENDER & SONS,2,WASHINGTON,DC,20036,1959,Office,Office,403277,369441.4,83,58.9,61,167.7,170.7,2295.6,6.2,6019.1,5499791.5,4212.663508,38.90416531,-77.04098393
PM2058465,0672_0856,125310 - Capitol Plaza I,2017,In Compliance,1200 1ST ST NE,VEF-VN CAPITOL PLAZA I LLC,6,WASHINGTON,DC,20002,2006,Office,Office,299722,293884,91,53.8,55.7,167.7,172.5,1743.5,5.9,6940.3,4532346.4,1533.201635,38.906095,-77.00635797
